wallet,from_address,to_address,value_eth,gas_used,gas_price_gwei,timestamp,hour_utc,day_of_week,is_new_recipient,is_round_amount,tx_count_10min,period_volume_eth,amount_zscore,recipient_cluster,anomaly_label,anomaly_type
0x0000000000000000000000000000000000000009,0x0000000000000000000000000000000000000009,0x000000000000000000000000000000000000007b,0.393205,72191,71.14,2024-09-01 16:24:00,16,6,0,0,1,0.8482,-1.412,3,0,NONE
0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000079,0.546105,38496,59.13,2024-09-01 16:24:00,16,6,0,0,1,1.045079,-0.987,1,0,NONE
0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000072,0.014851,73954,70.29,2024-09-01 16:31:00,16,6,0,0,1,0.029379,0.122,0,0,NONE
0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000001,0x000000000000000000000000000000000000006c,0.206165,62943,58.17,2024-09-01 16:32:00,16,6,0,0,2,0.466815,0.828,1,0,NONE
0x0000000000000000000000000000000000000009,0x0000000000000000000000000000000000000009,0x000000000000000000000000000000000000006c,0.08418,67682,78.25,2024-09-01 16:32:00,16,6,0,0,2,0.141658,-0.42,3,0,NONE
0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000004,0x000000000000000000000000000000000000006f,0.027233,41423,60.51,2024-09-01 16:32:00,16,6,0,0,3,0.051588,1.15,1,0,NONE
0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000079,0.092512,52081,14.7,2024-09-01 16:36:00,16,6,0,0,1,0.152443,0.734,2,0,NONE
0x0000000000000000000000000000000000000002,0x0000000000000000000000000000000000000002,0x0000000000000000000000000000000000000070,0.100826,65532,78.68,2024-09-01 16:39:00,16,6,0,0,1,0.11827,1.411,1,0,NONE
0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000066,0.061979,77054,26.3,2024-09-01 16:45:00,16,6,0,0,2,0.104132,1.002,1,0,NONE
0x0000000000000000000000000000000000000003,0x0000000000000000000000000000000000000003,0x000000000000000000000000000000000000006c,0.031111,53798,47.8,2024-09-01 16:56:00,16,6,0,0,3,0.032971,-0.204,2,0,NONE
0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000071,0.165999,65964,17.56,2024-09-01 16:56:00,16,6,0,0,2,0.184298,-1.258,1,0,NONE
0x0000000000000000000000000000000000000003,0x0000000000000000000000000000000000000003,0x000000000000000000000000000000000000006d,0.117874,53284,18.13,2024-09-01 17:00:00,17,6,0,0,3,0.141861,-0.139,3,0,NONE
0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000007a,0.67463,79093,62.39,2024-09-01 17:05:00,17,6,0,0,3,1.22898,-0.558,1,0,NONE
0x000000000000000000000000000000000000000a,0x000000000000000000000000000000000000000a,0x000000000000000000000000000000000000007d,0.482115,76427,12.34,2024-09-01 17:05:00,17,6,1,0,2,1.170331,-1.277,1,0,NONE
0x0000000000000000000000000000000000000005,0x0000000000000000000000000000000000000005,0x000000000000000000000000000000000000007c,0.030659,67238,42.84,2024-09-01 17:10:00,17,6,0,0,1,0.031533,-0.853,1,0,NONE
0x0000000000000000000000000000000000000007,0x0000000000000000000000000000000000000007,0x0000000000000000000000000000000000000064,0.682867,55879,48.62,2024-09-01 17:10:00,17,6,1,0,3,1.422609,0.107,2,0,NONE
0x000000000000000000000000000000000000000b,0x000000000000000000000000000000000000000b,0x0000000000000000000000000000000000000078,0.032686,32350,52.08,2024-09-01 17:12:00,17,6,1,0,2,0.062512,1.329,2,0,NONE
0x0000000000000000000000000000000000000002,0x0000000000000000000000000000000000000002,0x000000000000000000000000000000000000007c,0.121105,48862,25.32,2024-09-01 17:12:00,17,6,0,0,3,0.215196,-1.349,1,0,NONE
0x0000000000000000000000000000000000000008,0x0000000000000000000000000000000000000008,0x000000000000000000000000000000000000007c,0.115002,68119,40.9,2024-09-01 17:17:00,17,6,0,0,2,0.132669,0.99,1,0,NONE
0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000067,0.025006,72976,59.12,2024-09-01 17:18:00,17,6,0,0,3,0.057928,0.154,1,0,NONE
0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000004,0x000000000000000000000000000000000000006b,0.39399,49552,51.22,2024-09-01 17:21:00,17,6,0,0,2,0.908457,0.737,1,0,NONE
0x000000000000000000000000000000000000000e,0x000000000000000000000000000000000000000e,0x0000000000000000000000000000000000000068,0.258249,65536,61.31,2024-09-01 17:24:00,17,6,0,0,2,0.430769,0.824,3,0,NONE
0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000070,0.04673,38546,14.63,2024-09-01 17:24:00,17,6,0,0,3,0.108159,-0.556,3,0,NONE
0x0000000000000000000000000000000000000005,0x0000000000000000000000000000000000000005,0x0000000000000000000000000000000000000066,0.013329,23979,76.4,2024-09-01 17:36:00,17,6,0,0,2,0.026347,0.801,3,0,NONE
0x0000000000000000000000000000000000000007,0x0000000000000000000000000000000000000007,0x0000000000000000000000000000000000000072,0.034792,77991,74.2,2024-09-01 17:40:00,17,6,0,0,1,0.070422,0.485,1,0,NONE
0x000000000000000000000000000000000000000e,0x000000000000000000000000000000000000000e,0x0000000000000000000000000000000000000072,0.085633,31853,26.1,2024-09-01 17:40:00,17,6,0,0,2,0.112802,-0.939,2,0,NONE
0x000000000000000000000000000000000000000e,0x000000000000000000000000000000000000000e,0x0000000000000000000000000000000000000069,0.070404,26691,79.78,2024-09-01 17:40:00,17,6,0,0,2,0.141124,-0.284,1,0,NONE
0x000000000000000000000000000000000000000f,0x000000000000000000000000000000000000000f,0x0000000000000000000000000000000000000073,0.023643,73800,10.68,2024-09-01 17:45:00,17,6,0,0,1,0.05895,1.048,2,0,NONE
0x000000000000000000000000000000000000000b,0x000000000000000000000000000000000000000b,0x0000000000000000000000000000000000000079,0.468309,23002,26.94,2024-09-01 17:45:00,17,6,0,0,2,0.593055,1.111,2,0,NONE
0x0000000000000000000000000000000000000009,0x0000000000000000000000000000000000000009,0x0000000000000000000000000000000000000069,0.070217,35626,66.3,2024-09-01 17:54:00,17,6,0,0,2,0.077477,-0.105,2,0,NONE
0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000006c,0.424161,70164,64.99,2024-09-01 17:57:00,17,6,0,0,3,0.583578,1.018,2,0,NONE
0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000000d,0x0000000000000000000000000000000000000073,0.07376,31244,47.34,2024-09-01 17:57:00,17,6,0,0,2,0.161915,1.048,2,0,NONE
0x0000000000000000000000000000000000000002,0x0000000000000000000000000000000000000002,0x0000000000000000000000000000000000000072,0.05171,29738,66.1,2024-09-01 17:59:00,17,6,0,0,3,0.097896,1.35,3,0,NONE
0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000007b,0.019843,54675,18.35,2024-09-01 18:00:00,18,6,1,0,2,0.03641,-1.11,2,0,NONE
0x000000000000000000000000000000000000000b,0x000000000000000000000000000000000000000b,0x0000000000000000000000000000000000000081,0.032464,74999,38.5,2024-09-01 18:00:00,18,6,0,0,3,0.074693,0.963,1,0,NONE
0x0000000000000000000000000000000000000008,0x0000000000000000000000000000000000000008,0x0000000000000000000000000000000000000072,0.038881,38223,34.4,2024-09-01 18:00:00,18,6,0,0,2,0.089346,-1.148,1,0,NONE
0x0000000000000000000000000000000000000008,0x0000000000000000000000000000000000000008,0x0000000000000000000000000000000000000076,0.068416,23022,65.71,2024-09-01 18:06:00,18,6,0,0,1,0.096623,0.113,1,0,NONE
0x0000000000000000000000000000000000000002,0x0000000000000000000000000000000000000002,0x0000000000000000000000000000000000000070,0.047228,56909,68.36,2024-09-01 18:08:00,18,6,0,0,1,0.077682,0.24,2,0,NONE
0x000000000000000000000000000000000000000f,0x000000000000000000000000000000000000000f,0x0000000000000000000000000000000000000067,0.045751,38200,53.27,2024-09-01 18:12:00,18,6,0,0,2,0.066982,-0.758,2,0,NONE
0x0000000000000000000000000000000000000007,0x0000000000000000000000000000000000000007,0x0000000000000000000000000000000000000067,0.18554,32696,79.5,2024-09-01 18:12:00,18,6,0,0,1,0.38811,-0.832,0,0,NONE
0x000000000000000000000000000000000000000b,0x000000000000000000000000000000000000000b,0x0000000000000000000000000000000000000068,0.072042,75664,51.65,2024-09-01 18:20:00,18,6,0,0,3,0.17083,-1.299,3,0,NONE
0x0000000000000000000000000000000000000006,0x0000000000000000000000000000000000000006,0x0000000000000000000000000000000000000065,0.015714,58523,76.37,2024-09-01 18:27:00,18,6,0,0,1,0.02611,-0.244,3,0,NONE
0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000064,0.039873,51034,53.48,2024-09-01 18:30:00,18,6,0,0,1,0.044255,-0.861,2,0,NONE
0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000007b,0.076792,65960,20.76,2024-09-01 18:31:00,18,6,0,0,2,0.081156,-1.28,1,0,NONE
0x000000000000000000000000000000000000000e,0x000000000000000000000000000000000000000e,0x0000000000000000000000000000000000000079,0.035449,36095,39.02,2024-09-01 18:31:00,18,6,0,0,1,0.061053,-0.064,1,0,NONE
0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000000d,0x0000000000000000000000000000000000000081,0.973261,66384,63.37,2024-09-01 18:40:00,18,6,0,0,2,2.390074,-0.141,1,0,NONE
0x000000000000000000000000000000000000000f,0x000000000000000000000000000000000000000f,0x000000000000000000000000000000000000007f,0.811639,31982,54.84,2024-09-01 18:40:00,18,6,0,0,2,1.580188,0.215,0,0,NONE
0x0000000000000000000000000000000000000002,0x0000000000000000000000000000000000000002,0x0000000000000000000000000000000000000070,0.034603,66692,30.7,2024-09-01 18:43:00,18,6,0,0,2,0.069116,-0.363,1,0,NONE
0x0000000000000000000000000000000000000005,0x0000000000000000000000000000000000000005,0x0000000000000000000000000000000000000073,0.048035,79261,53.9,2024-09-01 18:47:00,18,6,0,0,2,0.082832,0.914,3,0,NONE
0x000000000000000000000000000000000000000b,0x000000000000000000000000000000000000000b,0x0000000000000000000000000000000000000068,0.092293,40692,78.2,2024-09-01 18:47:00,18,6,0,0,2,0.129591,-0.25,0,0,NONE
0x000000000000000000000000000000000000000e,0x000000000000000000000000000000000000000e,0x0000000000000000000000000000000000000066,0.023028,79990,23.54,2024-09-01 18:48:00,18,6,0,0,2,0.044318,-0.583,1,0,NONE
0x0000000000000000000000000000000000000006,0x0000000000000000000000000000000000000006,0x000000000000000000000000000000000000006d,8.35849,23756,30.13,2024-09-01 18:48:00,18,6,0,0,2,19.943478,0.468,3,0,NONE
0x000000000000000000000000000000000000000b,0x000000000000000000000000000000000000000b,0x000000000000000000000000000000000000006e,0.132928,77139,29.33,2024-09-01 18:48:00,18,6,0,0,1,0.28976,0.369,3,0,NONE
0x000000000000000000000000000000000000000a,0x000000000000000000000000000000000000000a,0x0000000000000000000000000000000000000067,0.036422,23798,75.96,2024-09-01 18:50:00,18,6,1,0,3,0.060087,0.673,3,0,NONE
0x000000000000000000000000000000000000000b,0x000000000000000000000000000000000000000b,0x0000000000000000000000000000000000000068,0.107411,61517,52.61,2024-09-01 18:51:00,18,6,0,0,1,0.17118,1.137,1,0,NONE
0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000000d,0x0000000000000000000000000000000000000071,0.194184,56591,47.59,2024-09-01 18:56:00,18,6,0,0,1,0.451496,0.49,2,0,NONE
0x0000000000000000000000000000000000000003,0x0000000000000000000000000000000000000003,0x000000000000000000000000000000000000006f,0.121785,47761,33.33,2024-09-01 18:56:00,18,6,0,0,1,0.182033,0.581,2,0,NONE
0x000000000000000000000000000000000000000a,0x000000000000000000000000000000000000000a,0x000000000000000000000000000000000000007e,0.109967,74110,71.71,2024-09-01 19:00:00,19,6,0,0,2,0.138925,-1.386,0,0,NONE
0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000001,0x000000000000000000000000000000000000007b,0.476531,78827,49.97,2024-09-01 19:00:00,19,6,0,0,2,1.053727,-0.929,0,0,NONE
0x0000000000000000000000000000000000000008,0x0000000000000000000000000000000000000008,0x0000000000000000000000000000000000000076,0.045429,43991,47.26,2024-09-01 19:00:00,19,6,0,0,1,0.067484,0.612,2,0,NONE
0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000007a,0.186983,64548,13.29,2024-09-01 19:04:00,19,6,0,0,2,0.455314,1.427,2,0,NONE
0x0000000000000000000000000000000000000007,0x0000000000000000000000000000000000000007,0x0000000000000000000000000000000000000075,0.037556,35238,62.81,2024-09-01 19:10:00,19,6,0,0,1,0.065942,-0.632,2,0,NONE
0x0000000000000000000000000000000000000002,0x0000000000000000000000000000000000000002,0x0000000000000000000000000000000000000079,0.123977,41343,25.72,2024-09-01 19:20:00,19,6,0,0,1,0.132571,1.452,0,0,NONE
0x0000000000000000000000000000000000000007,0x0000000000000000000000000000000000000007,0x000000000000000000000000000000000000006d,0.102668,77199,59.53,2024-09-01 19:24:00,19,6,0,0,1,0.189277,1.403,1,0,NONE
0x0000000000000000000000000000000000000007,0x0000000000000000000000000000000000000007,0x000000000000000000000000000000000000006b,0.283359,34855,73.09,2024-09-01 19:30:00,19,6,0,0,3,0.485465,-1.36,0,0,NONE
0x0000000000000000000000000000000000000009,0x0000000000000000000000000000000000000009,0x0000000000000000000000000000000000000067,0.217885,21830,59.55,2024-09-01 19:30:00,19,6,0,0,1,0.380126,-0.46,2,0,NONE
0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000004,0x000000000000000000000000000000000000006d,0.036297,57629,36.37,2024-09-01 19:36:00,19,6,0,0,1,0.072782,0.987,0,0,NONE
0x0000000000000000000000000000000000000002,0x0000000000000000000000000000000000000002,0x0000000000000000000000000000000000000079,0.291868,35005,45.78,2024-09-01 19:36:00,19,6,0,0,3,0.366159,-1.246,2,0,NONE
0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000007a,0.060886,40043,58.06,2024-09-01 19:42:00,19,6,0,0,1,0.15051,0.45,1,0,NONE
0x0000000000000000000000000000000000000002,0x0000000000000000000000000000000000000002,0x000000000000000000000000000000000000006a,0.057193,37693,13.11,2024-09-01 19:45:00,19,6,0,0,3,0.136598,0.115,1,0,NONE
0x000000000000000000000000000000000000000f,0x000000000000000000000000000000000000000f,0x000000000000000000000000000000000000006a,0.037599,31938,37.79,2024-09-01 19:54:00,19,6,0,0,2,0.06853,-1.421,3,0,NONE
0x0000000000000000000000000000000000000007,0x0000000000000000000000000000000000000007,0x000000000000000000000000000000000000006b,1.075443,40776,71.34,2024-09-01 19:59:00,19,6,0,0,3,1.432021,-0.598,0,0,NONE
0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000004,0x000000000000000000000000000000000000007d,0.110869,62345,55.31,2024-09-01 20:00:00,20,6,1,0,1,0.20366,-0.34,2,0,NONE
0x000000000000000000000000000000000000000f,0x000000000000000000000000000000000000000f,0x0000000000000000000000000000000000000068,0.040321,55520,68.7,2024-09-01 20:00:00,20,6,1,0,3,0.061903,1.246,3,0,NONE
0x0000000000000000000000000000000000000005,0x0000000000000000000000000000000000000005,0x0000000000000000000000000000000000000076,0.220132,48300,23.11,2024-09-01 20:14:00,20,6,0,0,3,0.541961,-1.297,0,0,NONE
0x0000000000000000000000000000000000000009,0x0000000000000000000000000000000000000009,0x000000000000000000000000000000000000006e,0.094495,72844,19.79,2024-09-01 20:14:00,20,6,0,0,1,0.129671,0.303,2,0,NONE
0x000000000000000000000000000000000000000f,0x000000000000000000000000000000000000000f,0x0000000000000000000000000000000000000077,0.081303,41671,44.46,2024-09-01 20:15:00,20,6,0,0,3,0.187253,-0.028,2,0,NONE
0x000000000000000000000000000000000000000a,0x000000000000000000000000000000000000000a,0x0000000000000000000000000000000000000069,0.264515,44196,25.03,2024-09-01 20:16:00,20,6,0,0,2,0.44148,-1.054,1,0,NONE
0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000006f,0.006868,53953,17.43,2024-09-01 20:22:00,20,6,0,0,2,0.013117,-0.655,3,0,NONE
0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000004,0x000000000000000000000000000000000000006d,0.018605,51260,41.63,2024-09-01 20:22:00,20,6,1,0,2,0.020746,1.093,0,0,NONE
0x000000000000000000000000000000000000000c,0x000000000000000000000000000000000000000c,0x0000000000000000000000000000000000000067,0.047831,48264,73.79,2024-09-01 20:24:00,20,6,0,0,3,0.096503,-0.956,3,0,NONE
0x0000000000000000000000000000000000000007,0x0000000000000000000000000000000000000007,0x0000000000000000000000000000000000000078,0.246951,77244,55.49,2024-09-01 20:24:00,20,6,1,0,2,0.38744,0.158,0,0,NONE
0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000064,0.022942,32823,29.13,2024-09-01 20:24:00,20,6,0,0,2,0.035022,-0.956,1,0,NONE
0x0000000000000000000000000000000000000003,0x0000000000000000000000000000000000000003,0x0000000000000000000000000000000000000072,0.055399,57127,20.12,2024-09-01 20:27:00,20,6,0,0,3,0.097633,1.138,0,0,NONE
0x0000000000000000000000000000000000000002,0x0000000000000000000000000000000000000002,0x0000000000000000000000000000000000000074,0.07529,63437,33.89,2024-09-01 20:28:00,20,6,0,0,2,0.087209,1.382,3,0,NONE
0x0000000000000000000000000000000000000005,0x0000000000000000000000000000000000000005,0x0000000000000000000000000000000000000075,0.029346,56531,30.33,2024-09-01 20:28:00,20,6,0,0,1,0.060679,1.282,1,0,NONE
0x000000000000000000000000000000000000000c,0x000000000000000000000000000000000000000c,0x000000000000000000000000000000000000006c,0.012115,51426,13.51,2024-09-01 20:30:00,20,6,0,0,1,0.027602,-0.419,2,0,NONE
0x0000000000000000000000000000000000000006,0x0000000000000000000000000000000000000006,0x000000000000000000000000000000000000006b,0.152064,39284,49.07,2024-09-01 20:32:00,20,6,0,0,2,0.327966,0.615,3,0,NONE
0x000000000000000000000000000000000000000a,0x000000000000000000000000000000000000000a,0x0000000000000000000000000000000000000064,0.110136,55501,43.46,2024-09-01 20:36:00,20,6,0,0,3,0.143419,-1.109,1,0,NONE
0x000000000000000000000000000000000000000f,0x000000000000000000000000000000000000000f,0x000000000000000000000000000000000000007e,0.156718,27545,60.46,2024-09-01 20:38:00,20,6,0,0,3,0.258323,-0.357,1,0,NONE
0x0000000000000000000000000000000000000003,0x0000000000000000000000000000000000000003,0x0000000000000000000000000000000000000073,0.112283,23426,18.84,2024-09-01 20:39:00,20,6,0,0,2,0.258762,1.123,3,0,NONE
0x0000000000000000000000000000000000000008,0x0000000000000000000000000000000000000008,0x0000000000000000000000000000000000000070,0.018364,73695,70.35,2024-09-01 20:42:00,20,6,0,0,2,0.040827,1.079,1,0,NONE
0x0000000000000000000000000000000000000009,0x0000000000000000000000000000000000000009,0x000000000000000000000000000000000000006f,0.186066,31309,27.86,2024-09-01 20:42:00,20,6,0,0,3,0.374212,-1.154,0,0,NONE
0x0000000000000000000000000000000000000003,0x0000000000000000000000000000000000000003,0x000000000000000000000000000000000000007e,0.043469,70840,48.51,2024-09-01 20:52:00,20,6,0,0,2,0.059926,-1.152,3,0,NONE
0x0000000000000000000000000000000000000005,0x0000000000000000000000000000000000000005,0x000000000000000000000000000000000000007f,0.083376,60817,57.47,2024-09-01 20:58:00,20,6,0,0,1,0.091784,0.836,2,0,NONE
0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000004,0x000000000000000000000000000000000000006c,0.102444,33928,22.14,2024-09-01 20:58:00,20,6,0,0,3,0.114023,1.354,3,0,NONE
0x0000000000000000000000000000000000000008,0x0000000000000000000000000000000000000008,0x0000000000000000000000000000000000000079,0.096028,53722,19.74,2024-09-01 21:00:00,21,6,0,0,2,0.190903,0.646,3,0,NONE
0x0000000000000000000000000000000000000006,0x0000000000000000000000000000000000000006,0x0000000000000000000000000000000000000075,0.098714,33756,35.38,2024-09-01 21:00:00,21,6,0,0,2,0.17338,0.793,2,0,NONE
0x000000000000000000000000000000000000000b,0x000000000000000000000000000000000000000b,0x0000000000000000000000000000000000000065,0.14921,50913,13.54,2024-09-01 21:06:00,21,6,0,0,1,0.21053,0.971,3,0,NONE
0x000000000000000000000000000000000000000b,0x000000000000000000000000000000000000000b,0x0000000000000000000000000000000000000080,0.050718,43535,71.45,2024-09-01 21:08:00,21,6,0,0,3,0.08766,0.327,0,0,NONE
0x0000000000000000000000000000000000000006,0x0000000000000000000000000000000000000006,0x0000000000000000000000000000000000000079,0.088024,61045,18.32,2024-09-01 21:09:00,21,6,0,0,2,0.1373,1.46,2,0,NONE
0x000000000000000000000000000000000000000c,0x000000000000000000000000000000000000000c,0x000000000000000000000000000000000000007a,0.046747,31035,24.38,2024-09-01 21:12:00,21,6,0,0,1,0.067861,0.485,2,0,NONE
0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000006e,0.015668,54678,15.76,2024-09-01 21:12:00,21,6,0,0,3,0.028199,0.381,1,0,NONE
0x0000000000000000000000000000000000000009,0x0000000000000000000000000000000000000009,0x0000000000000000000000000000000000000065,0.024546,36169,72.81,2024-09-01 21:14:00,21,6,0,0,3,0.05752,-0.125,0,0,NONE
0x000000000000000000000000000000000000000e,0x000000000000000000000000000000000000000e,0x0000000000000000000000000000000000000065,0.071734,31901,28.08,2024-09-01 21:14:00,21,6,0,0,2,0.136225,0.191,0,0,NONE
0x000000000000000000000000000000000000000b,0x000000000000000000000000000000000000000b,0x0000000000000000000000000000000000000081,0.083335,38601,72.79,2024-09-01 21:20:00,21,6,1,0,2,0.122204,1.029,0,0,NONE
0x000000000000000000000000000000000000000e,0x000000000000000000000000000000000000000e,0x0000000000000000000000000000000000000074,0.013323,21471,36.25,2024-09-01 21:21:00,21,6,0,0,2,0.021494,-1.18,3,0,NONE
0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000006e,0.263391,67553,18.08,2024-09-01 21:23:00,21,6,0,0,2,0.49365,1.328,3,0,NONE
0x000000000000000000000000000000000000000e,0x000000000000000000000000000000000000000e,0x000000000000000000000000000000000000007b,0.06088,36058,41.26,2024-09-01 21:30:00,21,6,0,0,1,0.070037,0.025,2,0,NONE
0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000004,0x000000000000000000000000000000000000007f,0.089124,57455,35.73,2024-09-01 21:32:00,21,6,0,0,3,0.119358,-0.213,0,0,NONE
0x000000000000000000000000000000000000000e,0x000000000000000000000000000000000000000e,0x0000000000000000000000000000000000000076,0.019498,56674,49.91,2024-09-01 21:34:00,21,6,0,0,2,0.030182,0.46,0,0,NONE
0x000000000000000000000000000000000000000a,0x000000000000000000000000000000000000000a,0x0000000000000000000000000000000000000080,0.119205,48133,44.52,2024-09-01 21:36:00,21,6,0,0,3,0.18632,0.986,1,0,NONE
0x0000000000000000000000000000000000000009,0x0000000000000000000000000000000000000009,0x0000000000000000000000000000000000000079,0.080052,49992,70.2,2024-09-01 21:36:00,21,6,0,0,1,0.096864,-1.131,3,0,NONE
0x0000000000000000000000000000000000000008,0x0000000000000000000000000000000000000008,0x0000000000000000000000000000000000000074,0.039945,32432,48.63,2024-09-01 21:42:00,21,6,0,0,2,0.097374,-0.804,3,0,NONE
0x0000000000000000000000000000000000000008,0x0000000000000000000000000000000000000008,0x0000000000000000000000000000000000000078,0.089257,64077,40.25,2024-09-01 21:49:00,21,6,1,0,3,0.207491,-0.151,3,0,NONE
0x000000000000000000000000000000000000000e,0x000000000000000000000000000000000000000e,0x0000000000000000000000000000000000000077,0.17153,64230,45.76,2024-09-01 21:51:00,21,6,0,0,3,0.259698,-0.14,0,0,NONE
0x0000000000000000000000000000000000000008,0x0000000000000000000000000000000000000008,0x000000000000000000000000000000000000007a,0.582104,34163,43.53,2024-09-01 21:55:00,21,6,0,0,2,1.427952,-0.626,3,0,NONE
0x000000000000000000000000000000000000000e,0x000000000000000000000000000000000000000e,0x0000000000000000000000000000000000000074,0.0317,26934,37.77,2024-09-01 22:00:00,22,6,0,0,3,0.043059,1.392,1,0,NONE
0x0000000000000000000000000000000000000002,0x0000000000000000000000000000000000000002,0x0000000000000000000000000000000000000077,0.019537,60796,77.46,2024-09-01 22:05:00,22,6,0,0,1,0.047809,-1.176,0,0,NONE
0x0000000000000000000000000000000000000002,0x0000000000000000000000000000000000000002,0x000000000000000000000000000000000000006c,0.057337,77473,43.44,2024-09-01 22:06:00,22,6,0,0,2,0.09963,0.231,0,0,NONE
0x0000000000000000000000000000000000000003,0x0000000000000000000000000000000000000003,0x0000000000000000000000000000000000000076,0.117108,46098,26.35,2024-09-01 22:08:00,22,6,0,0,1,0.172999,-0.081,3,0,NONE
0x0000000000000000000000000000000000000007,0x0000000000000000000000000000000000000007,0x000000000000000000000000000000000000007d,0.007225,55371,32.31,2024-09-01 22:08:00,22,6,0,0,1,0.010475,-0.948,3,0,NONE
0x0000000000000000000000000000000000000009,0x0000000000000000000000000000000000000009,0x0000000000000000000000000000000000000066,0.306828,54508,74.46,2024-09-01 22:11:00,22,6,0,0,1,0.553697,-0.328,0,0,NONE
0x0000000000000000000000000000000000000005,0x0000000000000000000000000000000000000005,0x000000000000000000000000000000000000007f,0.173913,25853,41.64,2024-09-01 22:15:00,22,6,0,0,2,0.434068,0.932,2,0,NONE
0x000000000000000000000000000000000000000e,0x000000000000000000000000000000000000000e,0x0000000000000000000000000000000000000080,0.043443,56368,43.05,2024-09-01 22:33:00,22,6,0,0,2,0.06902,1.174,2,0,NONE
0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000066,0.011927,54455,54.33,2024-09-01 22:38:00,22,6,0,0,1,0.028134,-0.452,1,0,NONE
0x000000000000000000000000000000000000000a,0x000000000000000000000000000000000000000a,0x0000000000000000000000000000000000000071,0.068806,78853,48.55,2024-09-01 22:39:00,22,6,1,0,2,0.108337,-0.242,1,0,NONE
0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000001,0x000000000000000000000000000000000000007e,0.010359,62874,45.54,2024-09-01 22:44:00,22,6,0,0,2,0.022207,0.118,0,0,NONE
0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000001,0x000000000000000000000000000000000000006f,0.047071,35373,79.81,2024-09-01 22:50:00,22,6,0,0,2,0.05349,-1.359,0,0,NONE
0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000065,0.044862,59434,76.96,2024-09-01 22:51:00,22,6,0,0,3,0.053087,-0.439,3,0,NONE
0x0000000000000000000000000000000000000005,0x0000000000000000000000000000000000000005,0x000000000000000000000000000000000000006c,2.147282,71788,28.22,2024-09-01 22:58:00,22,6,0,0,3,3.067103,1.249,3,0,NONE
0x0000000000000000000000000000000000000007,0x0000000000000000000000000000000000000007,0x000000000000000000000000000000000000006a,0.0371,42644,55.27,2024-09-01 23:00:00,23,6,0,0,2,0.042246,0.674,1,0,NONE
0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000006d,0.178075,78506,69.31,2024-09-01 23:08:00,23,6,0,0,3,0.206515,-0.357,0,0,NONE
0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000006d,0.017157,65386,72.09,2024-09-01 23:08:00,23,6,0,0,3,0.033832,1.372,0,0,NONE
